ID,Match Number,Round,Date,Start Time,End Time,Venue,Venue State,Pitch,Home Club,Home Team,Home Score,Away Club,Away Team,Away Score,Status,Age,Gender,Division,Broadcaster,Time Slot ID,Host
8994342,48,1,10/29/2022, 8:00AM, 9:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,Scotts Valley San Lorenzo Valley Youth Soccer Club,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 13B Maroon,0,OV Toros FC,OV Toros FC OV Toros FC 2013B Red 2,7,,U10,Male,u10 M Goblins,,,
8994316,22,1,10/29/2022, 8:00AM, 9:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,Almaden FC,Almaden FC Almaden FC Mercury B14 Green,2,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2014 Boys,0,,U09,Male,u9 M Trolls,,,
8994701,227,1,10/29/2022, 8:00AM, 9:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Merced United FC,Merced United FC Merced United FC 10G Barrios,1,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2010 Elite,3,,U13,Female,u13 F Black widows,,,
8994446,140,1,10/29/2022, 8:00AM, 9:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 10B Ducks,1,Almaden FC,Almaden FC Almaden FC Mercury B10 Black,2,,U13,Male,u13 M Nightwalkers,,,
8994447,141,1,10/29/2022, 8:00AM, 9:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 10 BLUE,1,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2010 Boys Elite,5,,U13,Male,u13 M Nightwalkers,,,
8994326,32,1,10/29/2022, 8:00AM, 9:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,OV Toros FC,OV Toros FC OV Toros FC 2014G White,2,OV Toros FC,OV Toros FC OV Toros FC 2014G Gray,2,,U09,Female,u9 F Serpents,,,
8994453,147,1,10/29/2022, 8:00AM, 9:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,Almaden FC,Almaden FC Almaden FC- Mercury 09B White,2,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 09B White,2,,U14,Male,u14 M Warlocks,,,
8994657,183,1,10/29/2022, 8:00AM, 9:05AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,Almaden FC,Almaden FC Almaden FC Quicksilver 12G Black,6,Los Gatos United Soccer League,Los Gatos United Soccer League Los Gatos United 2012G III,0,,U11,Female,u11F Specters,,,
8994567,176,1,10/29/2022, 8:00AM, 9:05AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,Infinity Sports Club,Infinity Sports Club 2012G Infinity,0,Hollister Tremors,Hollister Tremors Hollister Tremors 2012G Team B,5,,U11,Female,u11 F Medusas,,,
8994401,107,1,10/29/2022, 8:00AM, 9:05AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 11B Dynamos,2,Sunnyvale Alliance SC,Sunnyvale Alliance SC Sunnyvale Alliance SC 11B White,3,,U12,Male,u12 M Werewolves,,,
8994402,108,1,10/29/2022, 8:00AM, 9:05AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Los Gatos United Soccer League,Los Gatos United Soccer League Los Gatos United 2011B V,3,OV Toros FC,OV Toros FC OV Toros FC 2011B Red1,2,,U12,Male,u12 M Werewolves,,,
8994403,109,1,10/29/2022, 8:00AM, 9:05AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,Hollister Tremors,Hollister Tremors Hollister Tremors 2011B,1,Santa Cruz County Breakers,Santa Cruz County Breakers 2011B Blue,2,,U12,Male,u12 M Werewolves,,,
8994386,92,1,10/29/2022, 8:00AM, 9:05AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,Almaden FC,Almaden FC Almaden FC Mercury 11B Yellow,0,PAC San Jose,PAC San Jose PAC † SAN JOSE™ 2011 ATLAS,8,,U12,Male,u12 M Corpses,,,
8994724,250,1,10/29/2022, 8:00AM, 9:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2009 White,3,OV Toros FC,OV Toros FC OV Toros FC 2008G Black,0,,U15,Female,u15 F Spirits,,,
8994343,49,1,10/29/2022, 9:00AM,10:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2013B BLACK,4,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 13B Ninjas,2,,U10,Male,u10 M Goblins,,,
8994344,50,1,10/29/2022, 9:00AM,10:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,Milpitas Youth Soccer League,Milpitas Youth Soccer League FC Milpitas Thunder 13,0,Hollister Tremors,Hollister Tremors Hollister Tremors 2013B,0,,U10,Male,u10 M Goblins,,,
8994351,57,1,10/29/2022, 9:00AM,10:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,OV Toros FC,OV Toros FC OV Toros FC 2013B Red 1,8,Santa Cruz County Breakers,Santa Cruz County Breakers Santa Cruz Breakers 2013B Gray,0,,U10,Male,u10 M Wraiths,,,
8994298,4,1,10/29/2022, 9:00AM,10:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,OV Toros FC,OV Toros FC OV Toros FC 2014B Navy,2,OV Toros FC,OV Toros FC OV Toros FC 2014B White,1,,U09,Male,u9 M Mutants,,,
8994675,201,1,10/29/2022, 9:05AM,10:10AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Infinity Sports Club,Infinity Sports Club 2011G Infinity,1,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 11G Strikers,1,,U12,Female,u12 F Poltergeists,,,
8994666,192,1,10/29/2022, 9:05AM,10:10AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,Tulare Force,Tulare Force Tulare Force 12 Girls,0,Woodside Soccer Club,Woodside Soccer Club WSC Crush 12 Girls Black,1,,U11,Female,u11 F Ghosts,,,
8994658,184,1,10/29/2022, 9:05AM,10:10AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,Tulare Force,Tulare Force Tulare Force 12 Girls (2),0,OV Toros FC,OV Toros FC OV Toros FC 2012G Red,0,,U11,Female,u11F Specters,,,
8994684,210,1,10/29/2022, 9:05AM,10:10AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,UC Premier,UC Premier Union City Premier 11G Red,0,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf G11 PDA I,3,,U12,Female,u12 F Phantams,,,
8994415,121,1,10/29/2022, 9:05AM,10:10AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,,Aguilas,5,Soccer Club of Los Gatos,Soccer Club of Los Gatos 11B Academy White,0,,U12,Male,u12 M Creepers,,,
8994685,211,1,10/29/2022, 9:05AM,10:10AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,OV Toros FC,OV Toros FC OV Toros FC 2011G Black,1,Central Valley Premier FC,Central Valley Premier FC Central Valley Premier FC Elite G11,2,,U12,Female,u12 F Phantams,,,
8994438,132,1,10/29/2022, 9:15AM,10:30AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Scotts Valley San Lorenzo Valley Youth Soccer Club,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 10B,2,Almaden FC,Almaden FC Almaden FC Mercury B10 Yellow,0,,U13,Male,u13 M Monsters,,,
8994696,222,1,10/29/2022, 9:15AM,10:30AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,San Ramon FC,San Ramon FC San Ramon FC 10G White,0,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC G2010 White,2,,U13,Female,u13 F Spiders,,,
8994737,263,1,10/29/2022, 9:15AM,10:30AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Bay Area Surf,Bay Area Surf 07G Red,0,North Coast Futbol Club,North Coast Futbol Club North Coast FC 07G Red,6,,U16,Female,u16 F Chupacabras,,,
8994712,238,1,10/29/2022, 9:15AM,10:30AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,West Coast Soccer,West Coast Soccer West Coast Soccer Wolfpack '09,2,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 09G United,2,,U14,Female,u14 F Witches,,,
8994716,242,1,10/29/2022, 9:15AM,10:30AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,Almaden FC,Almaden FC Almaden FC Quicksilver 09G Black II,0,Tulare Force,Tulare Force Tulare Force 09 Girls,3,,U14,Female,u14 F Witches,,,
8994433,127,1,10/29/2022, 9:15AM,10:30AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,Silicon Valley Eagles Youth Soccer,Silicon Valley Eagles Youth Soccer Silicon Valley Eagles 10B PSG IV,1,Hollister Tremors,Hollister Tremors Hollister Tremors 2010B,1,,U13,Male,u13 M Monsters,,,
8994338,44,1,10/29/2022,10:00AM,11:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,OV Toros FC,OV Toros FC OV Toros FC 2013B Red 2,3,1974 Newark FC,1974 Newark FC 1974 NFC 13B White,3,,U10,Male,u10 M Goblins,,,
8994324,30,1,10/29/2022,10:00AM,11:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,Santa Cruz County Breakers,Santa Cruz County Breakers 2014G Gray,1,OV Toros FC,OV Toros FC OV Toros FC 2014G White,1,,U09,Female,u9 F Serpents,,,
8994337,43,1,10/29/2022,10:00AM,11:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N4-7,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 13 WHITE,5,Scotts Valley San Lorenzo Valley Youth Soccer Club,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 13B Maroon,0,,U10,Male,u10 M Goblins,,,
8994304,10,1,10/29/2022,10:00AM,11:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,Central Valley Premier FC,Central Valley Premier FC Central Valley Premier FC Select B14,0,Almaden FC,Almaden FC Almaden FC Mercury B14 White,5,,U09,Male,u9 M Demons,,,
8994315,21,1,10/29/2022,10:00AM,11:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2014 Boys,3,Sonoma Valley United,Sonoma Valley United Sonoma United Strikers 2014 Boys,0,,U09,Male,u9 M Trolls,,,
8994568,177,1,10/29/2022,10:10AM,11:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC G2012 Makos Blue,2,Infinity Sports Club,Infinity Sports Club 2012G Infinity,0,,U11,Female,u11 F Medusas,,,
8994674,200,1,10/29/2022,10:10AM,11:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,Silicon Valley Eagles Youth Soccer,Silicon Valley Eagles Youth Soccer Silicon Valley Eagles 11G PSG,3,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC G2011 Blue,2,,U12,Female,u12 F Poltergeists,,,
8994379,85,1,10/29/2022,10:10AM,11:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,Sunnyvale Alliance SC,Sunnyvale Alliance SC Sunnyvale Alliance SC 12B White,3,Santa Cruz Mid-County Youth Soccer Club,Santa Cruz Mid-County Youth Soccer Club SURF 12B Purple,5,,U11,Male,u11 M Vampires,,,
8994400,106,1,10/29/2022,10:10AM,11:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 11B SJ Timbers,3,Hollister Tremors,Hollister Tremors Hollister Tremors 2011B,2,,U12,Male,u12 M Werewolves,,,
8994414,120,1,10/29/2022,10:10AM,11:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,Los Gatos United Soccer League,Los Gatos United Soccer League Los Gatos United 2011B III,0,OV Toros FC,OV Toros FC OV Toros FC 2011B Black,5,,U12,Male,u12 M Creepers,,,
8994569,178,1,10/29/2022,10:10AM,11:15AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,Hollister Tremors,Hollister Tremors Hollister Tremors 2012G Team B,1,PAC San Jose,PAC San Jose PAC † SAN JOSE™ 2012 Panteras,5,,U11,Female,u11 F Medusas,,,
8994704,230,1,10/29/2022,10:30AM,11:45AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Mustang Soccer,Mustang Soccer Mustang SC 10G Elite II,1,1974 Newark FC,1974 Newark FC 1974 NFC 10G Orange,0,,U13,Female,u13 F Black widows,,,
8994444,138,1,10/29/2022,10:30AM,11:45AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Almaden FC,Almaden FC Almaden FC Mercury B10 Black,0,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2010 Boys Elite,1,,U13,Male,u13 M Nightwalkers,,,
8994455,149,1,10/29/2022,10:30AM,11:45AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 09B White,0,Hollister Tremors,Hollister Tremors Hollister Tremors 2009B,7,,U14,Male,u14 M Warlocks,,,
8994703,229,1,10/29/2022,10:30AM,11:45AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2010 Elite,0,Valley United Soccer Club Association,Valley United Soccer Club Association Valley United 10 Girls Orange- Julio,0,,U13,Female,u13 F Black widows,,,
8994445,139,1,10/29/2022,10:30AM,11:45AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 10 BLUE,2,OV Toros FC,OV Toros FC OV Toros FC 2010B Black,0,,U13,Male,u13 M Nightwalkers,,,
8994722,248,1,10/29/2022,10:30AM,11:45AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,OV Toros FC,OV Toros FC OV Toros FC 2008G Black,1,Manteca Area Soccer League,Manteca Area Soccer League Manteca Area Soccer Manteca Rangers 08G Blue,3,,U15,Female,u15 F Spirits,,,
8994321,27,1,10/29/2022,11:00AM,12:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,OV Toros FC,OV Toros FC OV Toros FC 2014G Red,5,Santa Cruz County Breakers,Santa Cruz County Breakers Santa Cruz Breakers 2014G-Green,0,,U09,Female,u9 F Serpents,,,
8994352,58,1,10/29/2022,11:00AM,12:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N4-7,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf B13 PDA I,2,Santa Cruz County Breakers,Santa Cruz County Breakers 2013B Blue,1,,U10,Male,u10 M Wraiths,,,
8994296,2,1,10/29/2022,11:00AM,12:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,Almaden FC,Almaden FC Almaden FC Mercury B14 Yellow,12,OV Toros FC,OV Toros FC OV Toros FC 2014B Navy,0,,U09,Male,u9 M Mutants,,,
8994478,172,1,10/29/2022,11:00AM,12:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,Santa Cruz County Breakers,Santa Cruz County Breakers 2013G Gray,1,Dublin United,Dublin United Dublin United 13G Premier,6,,U10,Female,u10 F Zombies,,,
8994302,8,1,10/29/2022,11:00AM,12:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC B2014 Blue,3,OV Toros FC,OV Toros FC OV Toros FC 2014B Red,3,,U09,Male,u9 M Demons,,,
8994683,209,1,10/29/2022,11:15AM,12:20PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,OV Toros FC,OV Toros FC OV Toros FC 2011G Black,0,West Coast Soccer,West Coast Soccer West Coast Soccer Warriors '11,4,,U12,Female,u12 F Phantams,,,
8994380,86,1,10/29/2022,11:15AM,12:20PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,Cupertino FC,Cupertino FC Cupertino FC Flames 12B,0,OV Toros FC,OV Toros FC OV Toros FC 2012B Black,4,,U11,Male,u11 M Vampires,,,
8994369,75,1,10/29/2022,11:15AM,12:20PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2012B WHITE,1,Almaden FC,Almaden FC Almaden FC Mercury 12B White,4,,U11,Male,u11 M Skeletons,,,
8994389,95,1,10/29/2022,11:15AM,12:20PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,PAC San Jose,PAC San Jose PAC † SAN JOSE™ 2011 ATLAS,1,Pajaro Valley Youth Soccer Club,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 11B,3,,U12,Male,u12 M Corpses,,,
8994655,181,1,10/29/2022,11:15AM,12:20PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,OV Toros FC,OV Toros FC OV Toros FC 2012G Red,1,Almaden FC,Almaden FC Almaden FC Quicksilver 12G Black,1,,U11,Female,u11F Specters,,,
8994663,189,1,10/29/2022,11:15AM,12:20PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2012 Elite,4,OV Toros FC,OV Toros FC OV Toros FC 2012G Black,0,,U11,Female,u11 F Ghosts,,,
8994470,164,1,10/29/2022,11:45AM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,Milpitas Youth Soccer League,Milpitas Youth Soccer League Milpitas Crushers 08,0,Sunnyvale Alliance SC,Sunnyvale Alliance SC Sunnyvale Alliance SC 08B White,7,,U15,Male,u15 M Grave Diggers,,,
8994436,130,1,10/29/2022,11:45AM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,OV Toros FC,OV Toros FC OV Toros FC 2010B Red,3,Scotts Valley San Lorenzo Valley Youth Soccer Club,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 10B,0,,U13,Male,u13 M Monsters,,,
8994692,218,1,10/29/2022,11:45AM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2010G RED,0,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2010 White,1,,U13,Female,u13 F Spiders,,,
8994461,155,1,10/29/2022,11:45AM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 09 WHITE,1,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 09B Green,1,,U14,Male,u14 M Devils,,,
8994715,241,1,10/29/2022,11:45AM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,Tulare Force,Tulare Force Tulare Force 09 Girls,1,Hollister Tremors,Hollister Tremors Hollister Tremors 2009G Chivitas,1,,U14,Female,u14 F Witches,,,
8994695,221,1,10/29/2022,11:45AM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC G2010 White,1,Tulare Force,Tulare Force Tulare Force 10 Girls,2,,U13,Female,u13 F Spiders,,,
8994325,31,1,10/29/2022,12:00PM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,OV Toros FC,OV Toros FC OV Toros FC 2014G Gray,1,Santa Cruz County Breakers,Santa Cruz County Breakers 2014G Gray,1,,U09,Female,u9 F Serpents,,,
8994295,1,1,10/29/2022,12:00PM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,OV Toros FC,OV Toros FC OV Toros FC 2014B White,1,Santa Cruz Mid-County Youth Soccer Club,Santa Cruz Mid-County Youth Soccer Club SURF 14B,5,,U09,Male,u9 M Mutants,,,
8994305,11,1,10/29/2022,12:00PM, 1:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,OV Toros FC,OV Toros FC OV Toros FC 2014B Gray,1,Central Valley Premier FC,Central Valley Premier FC Central Valley Premier FC Select B14,2,,U09,Male,u9 M Demons,,,
